0.541094,0.325689,0.22331,0
0.578405,0.344272,0.238142,0
0.576082,0.33958,0.236979,0
0.565045,0.329948,0.232311,0
0.543293,0.314394,0.223345,0
0.564628,0.3232,0.231706,0
0.568133,0.321897,0.232895,0
0.559413,0.313861,0.229182,0
0.56034,0.311164,0.22934,0
0.562606,0.309182,0.230036,0
0.569916,0.309861,0.232747,0
0.545093,0.293578,0.222619,0
0.569411,0.30313,0.232122,0
0.56804,0.299205,0.231366,0
0.553138,0.288417,0.225222,0
0.561606,0.289562,0.228391,0
0.555801,0.283518,0.225881,0
0.542455,0.273834,0.220379,0
0.542291,0.270718,0.220121,0
0.554385,0.273507,0.224727,0
0.554927,0.270676,0.224747,0
0.553161,0.266761,0.223855,0
0.561289,0.267468,0.22688,0
0.56696,0.266964,0.228929,0
0.549718,0.256013,0.221928,0
0.552566,0.254258,0.222867,0
0.547311,0.248893,0.220611,0
0.559272,0.251118,0.225141,0
0.561307,0.248934,0.225759,0
0.546002,0.23934,0.219558,0
0.559093,0.241873,0.224526,0
0.573687,0.244896,0.230077,0
0.553984,0.233697,0.222166,0
0.549633,0.228932,0.220287,0
0.557175,0.228972,0.223071,0
0.550859,0.223474,0.220427,0
0.557392,0.223046,0.222815,0
0.560955,0.221416,0.22404,0
0.544116,0.212036,0.217297,0
0.559275,0.214774,0.223052,0
0.559377,0.211822,0.222929,0
0.548872,0.205031,0.218674,0
0.547292,0.201543,0.217902,0
0.556024,0.201706,0.221145,0
0.551114,0.197054,0.219081,0
0.554331,0.195234,0.220179,0
0.554489,0.192357,0.22009,0
0.562185,0.191978,0.222926,0
0.56607,0.190283,0.224283,0
0.541264,0.179357,0.214523,0
0.559592,0.182295,0.22148,0
0.562207,0.180175,0.222348,0
0.547897,0.172871,0.216673,0
0.563641,0.17473,0.222621,0
0.566536,0.172646,0.223601,0
0.542508,0.162744,0.21419,0
0.564006,0.166038,0.222353,0
0.554036,0.16033,0.218377,0
0.560132,0.159132,0.220597,0
0.554525,0.154729,0.21831,0
0.547733,0.150075,0.215572,0
0.567215,0.152293,0.222944,0
0.553688,0.145944,0.217621,0
0.558332,0.144254,0.219287,0
0.557199,0.141114,0.218734,0
0.552859,0.137226,0.216953,0
0.551499,0.13408,0.216319,0
0.558211,0.132796,0.218782,0
0.562082,0.130813,0.220156,0
0.558101,0.127082,0.218524,0
0.547782,0.122043,0.214468,0
0.559447,0.121689,0.21883,0
0.556419,0.118235,0.217571,0
0.555095,0.115154,0.216966,0
0.556319,0.112581,0.217337,0
0.541374,0.106957,0.211535,0
0.551778,0.106129,0.215416,0
0.550245,0.103073,0.214741,0
0.558351,0.101705,0.217746,0
0.548249,0.0971971,0.213807,0
0.541934,0.0934105,0.211317,0
0.56039,0.0936102,0.218269,0
0.548555,0.0889856,0.213681,0
0.550071,0.0864619,0.214182,0
0.542598,0.0826367,0.211263,0
0.540179,0.0795877,0.21027,0
0.561502,0.0797352,0.21831,0
0.551052,0.0755892,0.214267,0
0.542971,0.0718417,0.21113,0
0.533743,0.0680399,0.20756,0
0.553573,0.0676377,0.215032,0
0.548996,0.0643852,0.213233,0
0.549117,0.0616682,0.213221,0
0.545275,0.0585595,0.211707,0
0.542909,0.0556293,0.210756,0
0.541413,0.0528018,0.210138,0
0.542012,0.0501673,0.210316,0
0.54154,0.0474434,0.21009,0
0.557274,0.0459331,0.21601,0
0.543115,0.0421895,0.2106,0
0.54215,0.0394396,0.210194,0
0.554197,0.0374789,0.21472,0
0.549812,0.0344989,0.213022,0
0.559672,0.0322758,0.216722,0
0.546946,0.0289376,0.21187,0
0.548048,0.0262815,0.212258,0
0.553231,0.0237599,0.214192,0
0.548386,0.0208827,0.212332,0
0.549811,0.0182141,0.212848,0
0.555564,0.0156221,0.215003,0
0.550156,0.0127973,0.212938,0
0.538755,0.0099599,0.208606,0
0.556673,0.00741348,0.215371,0
0.539324,0.00464876,0.208794,0
0.545536,0.00196787,0.211134,0
0.54711,-0.000734,0.211721,0
0.542967,-0.00337467,0.210148,0
0.546622,-0.00611733,0.211526,0
0.545918,-0.00879493,0.211258,0
0.543171,-0.0114086,0.210219,0
0.552011,-0.0143768,0.213565,0
0.546561,-0.016892,0.211508,0
0.551367,-0.0197918,0.213332,0
0.546395,-0.0222744,0.21146,0
0.550718,-0.0251961,0.213107,0
0.557869,-0.0283226,0.215825,0
0.541954,-0.0300861,0.209819,0
0.543305,-0.0328525,0.210347,0
0.539064,-0.0352309,0.208762,0
0.547489,-0.0385416,0.211971,0
0.550491,-0.0414929,0.213132,0
0.547936,-0.0439934,0.21219,0
0.541539,-0.0461188,0.209796,0
0.53841,-0.0484979,0.208641,0
0.54024,-0.0513499,0.209366,0
0.552086,-0.055285,0.213887,0
0.534677,-0.0560879,0.207328,0
0.543644,-0.0597812,0.210763,0
0.543623,-0.0624776,0.210796,0
0.544365,-0.0652716,0.21112,0
0.549751,-0.0686819,0.213206,0
0.545294,-0.0708119,0.211563,0
0.549079,-0.0740588,0.213048,0
0.55087,-0.0770551,0.213779,0
0.538779,-0.0779828,0.209243,0
0.54027,-0.0809038,0.209863,0
0.539057,-0.0834084,0.209459,0
0.553996,-0.0885728,0.215192,0
0.539891,-0.088944,0.209895,0
0.545663,-0.0926598,0.212152,0
0.532708,-0.0930622,0.207291,0
0.537062,-0.0965426,0.209013,0
0.549022,-0.101515,0.213631,0
0.55104,-0.10467,0.214471,0
0.553505,-0.107937,0.215484,0
0.543868,-0.108751,0.21189,0
0.538951,-0.110464,0.210094,0
0.552622,-0.116127,0.215383,0
0.548089,-0.117924,0.213737,0
0.545842,-0.120195,0.212964,0
0.539995,-0.121618,0.210818,0
0.549371,-0.126564,0.214483,0
0.542642,-0.127742,0.212004,0
0.535757,-0.128817,0.209464,0
0.548581,-0.134757,0.214457,0
0.551696,-0.138352,0.215743,0
0.553366,-0.141606,0.21648,0
0.545923,-0.142464,0.213732,0
0.54656,-0.145435,0.214077,0
0.544291,-0.147616,0.21331,0
0.548179,-0.151505,0.214905,0
0.547004,-0.153992,0.214561,0
0.540335,-0.154874,0.212111,0
0.541311,-0.157954,0.212595,0
0.545923,-0.162143,0.214478,0
0.546235,-0.165067,0.214711,0
0.547923,-0.168427,0.215477,0
0.541386,-0.169207,0.213079,0
0.542574,-0.172408,0.213655,0
0.54367,-0.175596,0.214198,0
0.535822,-0.175832,0.211296,0
0.540778,-0.180307,0.213329,0
0.544917,-0.184559,0.215052,0
0.549558,-0.189033,0.216972,0
0.534771,-0.186709,0.21139,0
0.543641,-0.192702,0.214948,0
0.539412,-0.194036,0.213446,0
0.536799,-0.195927,0.212568,0
0.54875,-0.203236,0.217331,0
0.525864,-0.19748,0.208601,0
0.541524,-0.206292,0.21481,0
